left_shop,left_brand,left_productName,left_price,right_shop,right_brand,right_productName,right_price,label,id
Colruyt,NESCAFÉ DOLCE GUSTO,latte m.caramel,4.99,Albert Heijn,Nescafé Dolce Gusto,Koffiecups caramel macchiato,4.99,1,210
Carrefour,Gourmet,Kleine Brokjes in Saus met Kip en Kalkoen 195 g,1.12,Colruyt,GOURMET,brokjes kip-kalkoen,1.1,1,211
Colruyt,CLIPPER,gasvulling,2.99,Albert Heijn,Clipper,Organic lemon & ginger infusion,2.69,0,212
Colruyt,INEX,yoghurt halfvol natuur,1.85,Carrefour,Inex,Yoghurt Halfvol Naturel 4 x 125,2.13,1,213
Albert Heijn,Organix,Maïs knabbels met wortel 12mnd 4st,2.79,Colruyt,ORGANIX,wortelknabbels bio,2.79,1,214
Colruyt,SENSODYNE REPAIR & PROTECT,75ml,4.99,Carrefour,Sensodyne,Repair & Protect Tandpasta voor gevoelige tanden 75 ml,5.09,1,215
Colruyt,BONI BIO,Fairtrade choco hazelnoot,2.49,Carrefour,Carrefour Bio,Risotto met Groenten 600 g,3.99,0,216
Colruyt,NIVEA,Natur.Good Aloe Vera dagcrème,8.09,Albert Heijn,Nivea,Naturally good dagcreme normale huid,7.99,1,217
Colruyt,,theepot en theekopje,8.99,Albert Heijn,,Lasagne pakket compleet,10.42,0,218
Carrefour,Friskies,"5 Promesses Gesteriliseerde met Kip, Tonijn met Groenten 4 kg",13.6,Colruyt,FRISKIES,gesteriliseerde katten zalm,12.45,1,219
Colruyt,,broccoli,0.99,Albert Heijn,AH,Broccoli,0.9,1,220
Colruyt,COLGATE TOTAL,tandpasta Whitening,2.49,Carrefour,Colgate,Total Whitening tandpasta 75ml,2.75,1,221
Carrefour,Galbani,Mozzarella 125 g,1.35,Albert Heijn,Galbani,Mozzarella,1.19,1,222
Albert Heijn,Doritos,Flamin hot,1.49,Colruyt,DORITOS,roulette flaming hot,1.49,1,223
Carrefour,Starbucks,Signature Chocolate 330 g,4.76,Albert Heijn,Starbucks,Frappuccino caramel,1.99,0,224
Albert Heijn,AH,Rozijnen krentenbollen,1.59,Colruyt,BONI BIO,kastanjechampignons,1.95,0,225
Colruyt,IGLO,fishstick fish&chips wijze 26s,8.55,Albert Heijn,Iglo,Oven visrösti's,3.99,0,226
Carrefour,Lipton,Pyramide Groene three Munt 20 zakjes,2.59,Albert Heijn,Lipton,Green intense mint thee,1.69,1,227
Carrefour,Alpro,Natuur Plantaardig Alternatief Yoghurt Zonder Suikers 4 x 125 g,2.65,Colruyt,ALPRO SOYA,natuur zonder suikers,2.47,1,228
Carrefour,Alpro,Aardbei Plantaardig Alternatief voor Yoghurt 500 g,2.75,Albert Heijn,Alpro,Sojadrink rode vruchten,1.99,0,229
Albert Heijn,AH,IJsbergsla,0.99,Colruyt,,ijsbergsla,0.89,1,230
Colruyt,AQUARIUS,sportdrank Orange,1,Albert Heijn,Aquarius,Orange,1.49,1,231
Albert Heijn,Lavazza,Qualità oro koffiebonen,7.99,Colruyt,BONI,erwten wortel extra fijn blik,0.53,0,232
Colruyt,COME A CASA,Lasagne vegetariana,3.59,Carrefour,Come a Casa,Lasagne di Verdure e Ricotta 400 g,3.85,1,233
Carrefour,Ariel,Allin1 Pods +Actieve Geurbestrijding Wasmiddelcapsules 22,13.75,Colruyt,VITAKRAFT,crackers konijn met honing,3.55,0,234
Colruyt,IGLO,Oven kaaskroketten,4.98,Albert Heijn,Iglo,Oven visfilet Mediteraans,3.99,0,235
Colruyt,CESAR,Cuisine kalf-kalkoen vlootje,0.99,Albert Heijn,Cesar,Hondenvoer nat kalf & kalkoen in saus,0.99,1,236
Albert Heijn,Teisseire,0% Tropical,4.19,Colruyt,ATRIX,Intensive handcrème,3.99,0,237
Carrefour,Alpro,Soya Smeerbaar 500 g,2.69,Albert Heijn,Alpro,Not M*LK Drink Plantaardig & Vol,2.19,0,238
Colruyt,BONI,groentemacédoine blik,0.583,Carrefour,No Brand,Cappuccino Natuur 200 g,1.89,0,239
Colruyt,ALPRO,aardbei,2.49,Albert Heijn,Alpro,Not M*LK Drink Plantaardig & Vol,2.19,0,240
Carrefour,Becel,ProActiv Original Verlaagt cholesterol 250g,2.72,Albert Heijn,Becel,Proactiv original cholesterolverlagend,2.69,0,241
Albert Heijn,Pur Natur,Biologische yoghurt,1.79,Colruyt,PUR NATUR,yoghurt vol nat.bio glas,1.79,1,242
Carrefour,Magnum,Ola Multipack Vegan Ijs Vegan Classic 3 x 90 ml,4.49,Albert Heijn,Magnum,Vegan classic ijs,3.79,1,243
Colruyt,BONI,rochers,2.99,Albert Heijn,Grimbergen,Blond,5.19,0,244
Colruyt,ALPRO,groeidrink haver 1-3+ brik,2.29,Albert Heijn,Alpro,Haver groeidrink,2.29,1,245
Colruyt,GALBANI,mozzarella,1.19,Carrefour,Galbani,Mozzarella 125 g,1.35,1,246
Carrefour,Spa,TOUCH Lemon Gearomatiseerd Water Bruisend PET 1L,1.45,Colruyt,SPA TOUCH,bruisend Lemon,1.29,1,247
Albert Heijn,AH,Quiche spinazie geitenkaas,3.69,Colruyt,ORAL-B,tandpasta Pro-Repair,3.34,0,248
Colruyt,PURINA ONE,duel nature rund,5.99,Carrefour,Purina ONE,Dual Nature met Spirulina voor Gesteriliseerde Katten 750 g,5.99,1,249
Colruyt,PEPSI MAX,cola,1.66,Albert Heijn,Pepsi,Max,1.69,1,250
Colruyt,BECEL,margarine bakken&braden vl.,2.29,Albert Heijn,Becel,Original bakboter met omega 3,2.29,1,251
Albert Heijn,Dr. Oetker,Ristorante pizza quattro formaggi,1.99,Colruyt,DR.OETKER RISTORANTE,Quattro Form.,1.79,1,252
Carrefour,Nescafé,Dolce Gusto Grande Intenso 16 Capsules 144 g,5.29,Albert Heijn,Nescafé,Gold pot oploskoffie,4.79,0,253
Carrefour,Dr. Oetker,Paula Vanilla 4 x 125 g,3.05,Albert Heijn,Dr. Oetker,Suikeroogjes cupcake taart versiering,2.89,0,254
Colruyt,M&M'S,tablet crispy,2.69,Albert Heijn,M&M'S,Chocolade reep crispy,2.75,1,255
Colruyt,LEERDAMMER,Mini-Kaasschnitz. natuur,3.45,Carrefour,Leerdammer,Mini-Kaasschnitzels Natuur 4 x 40 g,3.89,1,256
Colruyt,BONI,fijne frieten,0.9,Carrefour,Kerrygold,Pure Ierse Boter Ongezouten 250 g,3.35,0,257
Colruyt,HEKS'NKAAS,Original,2.99,Carrefour,Heks'nkaas,Original 200 g,3.59,1,258
Colruyt,B&J,Cookie Dough,4.99,Albert Heijn,Ben & Jerry's,Classic ijs cookie dough,4.99,1,259
Colruyt,IGLO,Kombinos tomaat mozzarella MSC,7.97,Albert Heijn,Iglo,Fish burger classic,3.69,0,260
Colruyt,DANONE OIKOS,volle yogh.app-kan,3.65,Carrefour,Oikos,Yoghurt op Griekse Wijze Appel Kaneel 4 x 115 g,3.65,1,261
Albert Heijn,Head & Shoulders,Antiroos shampoo apple fresh,3.99,Colruyt,ULTRA DOUX,masker avoc/hon/subl.,5.85,0,262
Carrefour,Planta,Classic Margarine om te Smeren 500 g,2.52,Colruyt,PLANTA,margarine smeren vlootje,1.79,1,263
Colruyt,GARDEN GOURMET,groenteburger veg,3.29,Albert Heijn,Garden Gourmet,Groenteballetjes,2.89,0,264
Albert Heijn,AH,Spareribs pikant,3.5,Colruyt,BONRILL,vegan préparé,2.79,0,265
Colruyt,PUR NATUR,yogh.lactosevrij nat.bio,2.85,Carrefour,Pur Natur,Bio Yoghurt Lactose Free 400 g,2.91,1,266
Albert Heijn,Nivea,Black&white original anti-transpirant,2.19,Colruyt,NIVEA,deo protect&care/bl&wh claer,2.44,1,267
Carrefour,Parodontax,Complete Protection Extra Fresh Tandpasta 75 ml,4.79,Colruyt,PARODONTAX,PARO.TP COMP.EX.FRESH,4.49,1,268
Albert Heijn,Quaker,Havermout crunchy muesli goji&blauwe bes,2.99,Colruyt,QUAKER CR.MUESLI,haverm.Goji-Blueb,2.79,1,269
Colruyt,BRIE DE MEAUX,AOP,13.9,Albert Heijn,AH,Broccoli,0.89,0,270
Albert Heijn,Ariel,Allin1 pods fris roze wasmiddelcapsules,9.49,Colruyt,EVERYDAY,tonijn zonnebloemolie,0.875,0,271
Carrefour,Starbucks,"by NESPRESSO Single Origin Colombia 10 capsules, 57g",3.99,Albert Heijn,Starbucks,Nespresso koffiecups colombia,3.79,1,272
Colruyt,ALPRO,mango z. toegevoegde suikers,1.43,Carrefour,Alpro,Mango Plantaardig voor Yoghurt Zonder Toegevoegde Suikers 400 g,2.84,1,273
Albert Heijn,Nivea,Men fresh gel gezicht lichaam handen,5.39,Colruyt,NIVEA MEN,Fresh crème,5.39,1,274
Carrefour,Jacqmotte,Koffie Bonen Dessert Delice 500g,8.69,Colruyt,JACQMOTTE,bonen dessert Délice,7.9,1,275
Carrefour,Campina,Verse Kaas Mager 500 g,3.59,Colruyt,CAMPINA,magere verse kaas,3.25,1,276
Colruyt,GARDEN GOURMET,veggie sensa.Italian,3.49,Albert Heijn,Garden Gourmet,Sensational burger,3.99,0,277
Carrefour,Alpro,Aardbei Plantaardig Alternatief voor Yoghurt 4 x 125 g,3.05,Colruyt,ALPRO,aardbei,2.92,1,278
Colruyt,ALPRO,natuur met kokosnoot,2.95,Albert Heijn,Alpro,Sojadrink banaan,1.59,0,279
Carrefour,Garden Gourmet,Vegan Nuggets 300 g,4.99,Albert Heijn,Garden Gourmet,Vegetarische balletjes,3.29,0,280
Colruyt,IGLO,aardappelgratin gehakt spinaz.,4.99,Albert Heijn,Iglo,Fishcuisine Italiano,3.99,0,281
Albert Heijn,Siroperie Meurens,Echte Luikse siroop,1.65,Carrefour,Du Vrai Sirop de Liège,Echte Luikse Siroop 450 g,2.19,1,282
Colruyt,HERTA,Superieur ham natuur 3 sn.,2.12,Albert Heijn,Herta,Ontbijtspek gerookt,2.19,0,283
Carrefour,NAN,Optipro 5 Groeimelk 800g,14.99,Colruyt,NAN OPTIPRO,groeimelk 5,14.99,1,284
Carrefour,Lipton,Pyramides Kruidenthee Linden 20 theezakjes,2.59,Colruyt,LIPTON,thee Herbal inf. Linden,2.15,1,285
Carrefour,Starbucks,"by NESPRESSO Single-Origin Sumatra  10 capsules, 55g",4.07,Albert Heijn,Starbucks,Nespresso koffiecups espresso sumatra,3.49,1,286
Colruyt,BONI,kruiden jeneverbessen,1.99,Albert Heijn,Welmoed,Rosé,5.99,0,287
Colruyt,CÉCÉMEL,lactosevrij brik,0.99,Carrefour,Cécémel,Lactosevrij 1 L,2.86,1,288
Colruyt,PERSIL,discs universal,13.99,Carrefour,Persil,Voorgedoseerd wasmiddel Discs Universeel 28DS 700g,14.29,1,289
Carrefour,Nutrilon,Pronutra-Advance Peuter Groeimelk 2+ Poeder 2+ 800 g,15.35,Colruyt,NUTRILON,2+ groeimelk vanaf 2 jaar,13.99,1,290
Colruyt,STARBUCKS,caps Decaf Espresso Roast,3.69,Carrefour,Starbucks,"by NESPRESSO Decaf Espresso Roast 10 capsules, 57g",4.07,1,291
Colruyt,JACQMOTTE,bonen Espresso,8.63,Carrefour,Jacqmotte,Koffie Bonen Espresso 500g,8.79,1,292
Carrefour,Corega,Free Kleefcrème voor de gebitsprothese 70 g,6.09,Colruyt,COREGA,kleefcrème Free,4.35,1,293
Albert Heijn,Jordan,3-in-1 flosser,3.99,Colruyt,JORDAN,3 in 1 Flosser,3.99,1,294
Carrefour,Chavroux,Piramide Pure Geitenkaas Natuur 150 g,2.19,Albert Heijn,Chavroux,Frais nature 45+,1.99,1,295
Colruyt,NATURE VALLEY,crunch.haver&pure ch.,2.59,Albert Heijn,Nature Valley,Crunchy haver en pure chocolade koek,2.59,1,296
Colruyt,NESCAFÉ,3in1 10 zakjes,1.41,Carrefour,Nescafé,Koffie 3in1 10 x 16.5 g,2.29,1,297
Colruyt,COLGATE,tandenborstel charcoal M,6.25,Carrefour,Colgate,tandenborstel Zigzag Charcoal 3stuks,6.25,1,298
Colruyt,MAGNUM,dubbel chocolade hazelnoot,4.59,Albert Heijn,Magnum,Classic ijs,3.99,0,299
Carrefour,Douwe Egberts,Koffie Gemalen Decafe 250 g,3.62,Colruyt,DOUWE EGBERTS,Décafé,3.62,1,300
Colruyt,,crackers pizza,1.29,Albert Heijn,,Lasagne pakket compleet,10.42,0,301
Carrefour,Le Viennois,Liégeois Mousse Chocolade 4 x 90 g,3.89,Colruyt,BONI,asperge punten,1.54,0,302
Albert Heijn,AH,Zalmhaasje gerookt,5.98,Colruyt,JUPILER BLUE,"pils 3,3%vol",18.2,0,303
Carrefour,Garden Gourmet,Vegan Nuggets 300 g,4.99,Albert Heijn,Garden Gourmet,Vegetarische spekreepjes,3.29,0,304
Albert Heijn,Crodino,Rosso,3.89,Colruyt,CRODINO,alcoholvrij ap. Rosso,3.39,1,305
Albert Heijn,Smirnoff,Ice,3.69,Colruyt,SMIRNOFF,"Ice 4,0%vol",3.49,1,306
Colruyt,NESTLÉ PURE LIFE,plat water,0.581,Albert Heijn,Nestlé Pure life,Pure life mineraalwater,3.49,0,307
Colruyt,BONI,mini crackers Tom-On-Chili,1.35,Albert Heijn,Lay's,Oven biscuits paprika & kruiden,1.49,0,308
Carrefour,Spa,TOUCH Bruisend Mineraalwater framboos pruim 50 cl,0.86,Colruyt,SPA TOUCH,bruisend Raspberry-Plum,0.79,1,309
Carrefour,White products,Smeerpasta met Hazelnoten 750 g,1.99,Colruyt,BONI,meerzaden beschuit,2.09,0,310
Colruyt,BONI BIO,oesterzwammen,2.29,Albert Heijn,AH,Scharreleieren klasse M,1.59,0,311
Colruyt,CHERRY ROCHER,"Crème Pêche 15,0%vol",6.99,Albert Heijn,Pur Natur,Biologische yoghurt vanille,1.99,0,312
Albert Heijn,Oral-B,3D White fresh tandenborstel medium,1.99,Colruyt,ORAL-B 3D WHITE,TB White Fresh M,1.17,1,313
Albert Heijn,Danerolles,Croissants extra large,2.99,Carrefour,Danerolles,Croissants Extra Large 6 Stuks 340 g,3.25,1,314
Colruyt,BOSTO,Parelcouscous KB,2.89,Albert Heijn,Gillette,Blue3 smooth,4.79,0,315
Carrefour,Kellogg's,Extra Pure Chocolade en Geroosterde Hazelnoten 500 g,4.53,Colruyt,KELLOGG'S EXTRA,crun.muesli choc.,4.53,1,316
Colruyt,FA,deo Mystic,1.49,Albert Heijn,Fa,mystic moments deodorant spray,1.99,1,317
Colruyt,DOUWE EGBERTS,bonen dessert,6.99,Albert Heijn,Douwe Egberts,Dessert koffiebonen,6.99,1,318
Colruyt,STARBUCKS,caps Espresso Roast,3.69,Carrefour,Starbucks,"by NESPRESSO Espresso Roast 10 capsules, 57 g",3.99,1,319
Colruyt,MANNA,saus chinese curry,0.95,Albert Heijn,Manna,Chinese curry,0.95,1,320
Carrefour,Lipton,Pyramides Kruidenthee Munt 20 theezakjes,2.59,Colruyt,LIPTON,thee Herbal inf. Mint,1.69,1,321
Colruyt,CONTREX,plat water,0.781,Carrefour,Contrex,Plat Natuurlijk Mineraalwater 1 L,0.8,1,322
Albert Heijn,Ben & Jerry's,Chocolate fudge brownie classic ijs,3.99,Colruyt,B&J,Chocolate Fudge Brownie,3.99,1,323
Carrefour,Colgate,Zig Zag Medium tandenborstel triopak,6.25,Albert Heijn,Colgate,Zigzag tandenborstels,2.99,1,324
Carrefour,Oral-B,3D White Vitalize Tandpasta 75 ml,2.84,Albert Heijn,Oral-B,Vitalize tandpasta,2.29,1,325
Carrefour,Corega,Triple Action 66 Tabletten,5.15,Colruyt,COREGA,Triple Action,5.05,1,326
Albert Heijn,Valle del sole,Baby mais,1.39,Colruyt,,blauwe bessen,3.24,0,327
Carrefour,Alpro,Amandeldrink 1 L,2.39,Colruyt,ALPRO,amandeldrink,1.79,1,328
Colruyt,SPA REINE,plat water,0.631,Albert Heijn,Spa,Reine,3.89,1,329
Albert Heijn,Verstegen,Strooier peterselie,2.29,Colruyt,EVERYDAY,bloemige aardappelen 5kg,4.19,0,330
Colruyt,BONI,handzeep sinaas/lavendel,0.69,Albert Heijn,Apetina,Witte kaas plak 45+,2.09,0,331
Colruyt,ROMBOUTS,goudmerk blik,7.19,Carrefour,Rombouts,Goudmerk Gemalen Koffie 500 g,7.69,1,332
Colruyt,LISTERINE TOTAL CARE,mondspoeling,5.75,Carrefour,Listerine,Total Care 6in1 Mondspoeling Clean Mint 500 ml,5.75,1,333
Colruyt,ALPRO,sojadrink macchiato,2.19,Albert Heijn,Alpro,Barista soja,2.19,0,334
Colruyt,AJAX,allesreiniger limoen,2.79,Albert Heijn,Ajax,Limoen allesreiniger,2.79,1,335
Albert Heijn,Pur Natur,Biologische roeryoghurt,2.59,Carrefour,Pur Natur,Bio Yoghurt 1 kg,3.15,1,336
Colruyt,ALPRO,mango z. toegevoegde suikers,2.29,Carrefour,Alpro,Mango Plantaardig voor Yoghurt Zonder Toegevoegde Suikers 400 g,2.55,1,337
Albert Heijn,Alpro,Soja groeidrink 1-3+,1.59,Carrefour,Alpro,Groeidrink Soya 1-3+ 1 L,1.89,1,338
Carrefour,Alpro,Vanille Plantaardig Alternatief voor Yoghurt 500 g,2.05,Albert Heijn,Alpro,Plantaardige variatie op vla chocolade,1.89,0,339
Carrefour,Sensodyne,Repair & Protect Whitening Tandpasta 75 ml,5.45,Colruyt,SENSODYNE REPAIR & PROTECT,White,3.77,1,340
Colruyt,PUR NATUR,yoghurt vol van.bio glas,1.99,Carrefour,Pur Natur,Bio Yoghurt Vanille 500 g,2.28,1,341
Albert Heijn,Lay's,Superchips pickles,1.39,Colruyt,LAY'S SUPERCHIPS,Pickles XL,1.73,1,342
Colruyt,BENECOL,drinkyoghurt aardbei,6.79,Carrefour,Benecol,Aardbei 8 x 67.5 g,7.09,1,343
Colruyt,PUR NATUR,Skyr yoghurt bosbes Bio,3.15,Albert Heijn,Pur Natur,Biologische yoghurt vanille,1.99,0,344
Colruyt,CAMPINA,plattekaas vol,3.49,Albert Heijn,Campina,Langlekker 0% vet melk,1.19,0,345
Colruyt,GALBANI,mozzarella mini,1.79,Albert Heijn,Galbani,Mozzarella light,1.79,0,346
Colruyt,LOTUS,pasta speculoos,2.19,Albert Heijn,Lotus,Biscoff speculoos pasta original,2.19,1,347
Colruyt,,Dom. de Cornillac Beaujolais Nouveau 21,6.49,Albert Heijn,,Lasagne pakket compleet,10.42,0,348
Carrefour,Iglo,Kervelvelouté 350 g,3.29,Albert Heijn,Iglo,Vissticks omega-3,3.69,0,349
Carrefour,Calvé,Pindakaas Crunchy 350 g,3.42,Colruyt,CALVÉ,pindakaas Crunchy,2.99,1,350
Colruyt,LIPTON,thee Herbal inf.Morroco mint,0.876,Carrefour,Lipton,Pyramide Kruidenthee Marokko Munt 20 zakjes,2.75,1,351
Colruyt,ALPRO,sojadrink rode vruchten,1.79,Albert Heijn,Alpro,Plantaardige variatie op yoghurt bosbes,2.49,0,352
Carrefour,Dash,Allin1 Pods Gouden Orchidee Wascapsules 22 Wasbeurten,15.05,Colruyt,DASH,all in 1 pods gouden orchidee,7.52,1,353
Colruyt,CAMPINA,volle melk PET,0.96,Albert Heijn,Campina,Zacht & luchtig framboos,1.65,0,354
Albert Heijn,AH,Zaans huisje wit,0.59,Colruyt,NIVEA,Vital stralend serum,15.99,0,355
Albert Heijn,Head & Shoulders,Citrus fresh 2-in-1 shampoo,3.89,Colruyt,HEAD & SHOULDERS,sh.2in1 ap/citrus,3.84,1,356
Albert Heijn,AH Biologisch,Volkoren spaghetti,1.09,Colruyt,EVERYDAY,pangasiusfil. z.graten ASC,5.46,0,357
Colruyt,GARDEN GOURMET,veggie sensa.Italian,3.49,Albert Heijn,Garden Gourmet,Sensational oosterse stukjes,3.89,0,358
Colruyt,BONI,"wortelen 1,5kg",1.48,Carrefour,Campina,Verse Kaas Vol 500 g,3.75,0,359
Colruyt,NAKD,salted caramel,2.99,Albert Heijn,Nakd.,Salted caramel fruitreep met noten,2.99,1,360
Carrefour,Douwe Egberts,Koffie Bonen Barista Gold 500 g,7.99,Albert Heijn,Douwe Egberts,Ice cappuccino ijskoffie,1.39,0,361
Carrefour,Felix,Kat Soup Visselectie 6 x 48 g,2.45,Albert Heijn,Felix,Soup vis selectie kattenvoer nat,2.79,1,362
Albert Heijn,Innocent,Super smoothie antioxidant,2.99,Colruyt,BONI,sardines olijfolie,0.99,0,363
Colruyt,CHAUMES,kaas zacht 9 sneetjes,4.45,Carrefour,Chaumes,Sneetjes 150 g,4.99,1,364
Albert Heijn,Nescafé,Classic 3in1 oploskoffie,1.99,Carrefour,Nescafé,Koffie 3in1 10 x 16.5 g,2.29,1,365
Colruyt,ALPRO,amandeldrink geroosterd Z.S.,2.19,Albert Heijn,Alpro,IJs soya vanilla,4.99,0,366
Albert Heijn,Magnum,Pint classic ijs,4.69,Colruyt,OLA MAGNUM,classic roomijs,4.69,1,367
Carrefour,Alpro,Greek Style Vanille 400g,2.85,Albert Heijn,Alpro,Sojadrink banaan,1.89,0,368
Colruyt,ALPRO,This is Not Milk halfvol,2,Albert Heijn,Alpro,Kokosnootdrink original,1.89,0,369
Carrefour,Garden Gourmet,Vegan Balls 300 g,5.19,Albert Heijn,Garden Gourmet,Sensational mexicaanse stukjes,3.89,0,370
Albert Heijn,Swiffer,Vloerdoekjes navulling,4.79,Colruyt,CÔTE D'OR,tabl.praliné double lait,2.69,0,371
Carrefour,Campina,0% Vet Magere Melkdrank 500 ml,1.02,Albert Heijn,Campina,Magere yoghurt,1.39,0,372
Colruyt,,komkommer,0.78,Albert Heijn,Dr. Oetker,Ristorante pizza salame mozzarella pesto,2.49,0,373
Carrefour,Campina,Verse Kaas Vol 500 g,3.75,Albert Heijn,Campina,Halfvolle melk houdbaar,0.69,0,374
Colruyt,BONI,Italiaande Nocellara olijven,2.99,Albert Heijn,AH,Luchtige roomboter mini croissants,1.99,0,375
Colruyt,CHAUDFONTAINE,plat water,0.625,Carrefour,Chaudfontaine,Still Pet 500ml X 6,3.79,1,376
Carrefour,Monte,Maxi 4 x 100 g,3.15,Colruyt,ZOTT MONTE,pudding Maxi melk-choc,2.89,1,377
Colruyt,LIPTON,thee Herbal inf. Camomile,2.59,Carrefour,Lipton,Infusion Camomile 14 g,2.59,1,378
Carrefour,Danio,Verse Kaas Specialiteit Perzik Snack 180 g,1.05,Colruyt,DANONE DANIO,verse kaas perzik,1.05,1,379
Carrefour,Yoplait,Petits Filous Tub's gemengd 12x37g,4.65,Colruyt,YOPLAIT PETITS FILOUS,TUB's mix,4.09,1,380
Albert Heijn,Galbani,Mozzarella di latte di bufala,2.59,Colruyt,GALBANI,mozzarella buffelmelk,2.29,1,381
Colruyt,NESTLÉ,chocoladepoeder Le Chocolat,5.35,Albert Heijn,Nestlé,Nesquik,1.99,0,382
Carrefour,Alpro,Soya Bakken & Braden 500 g,2.36,Albert Heijn,Alpro,Hazelnootdrink original,2.19,0,383
Colruyt,BONI,zachte dadels zonder pit,1.19,Carrefour,Yoplait,Perle de Lait Kokos 4 x 125 g,3.49,0,384
Colruyt,ALPRO,sojadrink macchiato,2.32,Carrefour,Alpro,Macchiato Sojadrink  1 L,2.41,1,385
Colruyt,NESCAFÉ DOLCE GUSTO,caps Cappuccino,4.19,Carrefour,Nescafé Dolce Gusto,Cappuccino 16 Capsules 186.4 g,4.69,1,386
Albert Heijn,Whiskas,7+ senior - maaltijdzakjes - mix in saus,3.79,Colruyt,WHISKAS,7+ vlees in saus pouch,3.79,1,387
Carrefour,Smaakt,Bio Bloemenhoning 350 g,5.18,Albert Heijn,Smaakt,Vegan eivervanger,1.39,0,388
Colruyt,DOUWE EGBERTS,caps Lungo 8 Moka R.,2.49,Carrefour,Douwe Egberts,Koffie Capsules Moka Royal Lungo Intensiteit 08 Nespresso* Compatibel 20 stuks,4.27,1,389
Albert Heijn,Crodino,Aperitivo non-alcoholico,3.89,Colruyt,CRODINO,alcoholvrij aperitief,3.89,1,390
Colruyt,PERFECT FIT,Sterile 1+ kip,8.75,Carrefour,Perfect Fit,Sterile 1+ 1.4 kg,8.75,1,391
Colruyt,OLVARIT,smoothie mango kokosmelk 12m,0.99,Albert Heijn,Olvarit,Knijpzakje smoothie mango kokos 12+ mnd,0.99,1,392
Carrefour,Melitta,1 x 4 Original Koffiefilters 100 Stuks,3.15,Albert Heijn,Melitta,Natuur filterzakjes nr. 1x4,2.09,1,393
Albert Heijn,Milka,Hazelnootpasta met chocolade,3.99,Carrefour,Milka,Smeerpasta 600 GR,4.23,1,394
Albert Heijn,AH,Basis pastasaus Italiaanse kruiden,1.09,Colruyt,ALWAYS DISCREET,pants norm.L 44-54,11.75,0,395
Colruyt,CAMPINA,volle melk PET,0.96,Albert Heijn,Campina,Vanille vla,1.59,0,396
Colruyt,LOTUS DINOSAURUS,melkchoc.,1.49,Albert Heijn,Lotus,Dinosaurus melkchocolade,1.49,1,397
Colruyt,SIGNAL,tandenborstel Class.Fr.hard,1.69,Carrefour,Signal,Tandenborstel Classic Clean x1 Hard,1.96,1,398
Albert Heijn,Ariel,Color Reveal vloeibaar wasmiddel,8.99,Colruyt,SUNLIGHT,handzeep Classic/ 0%,2.19,0,399
Albert Heijn,Coca-Cola,Zero sugar,6.19,Colruyt,COCA-COLA,Zero Sugar,1.03,1,400
Carrefour,Bertolli,Margarine Met Olijfolie 250 g,1.42,Albert Heijn,Bertolli,Smeerbaar met olijfolie voor op brood,1.15,1,401
Colruyt,BONI,plat water,0.45,Albert Heijn,Roosvicee,Multivit kids aardbei,2.69,0,402
Carrefour,Lipton,Pyramides Zwarte thee Citroen 20 theezakjes,2.59,Colruyt,LIPTON,thee Lemon/forest fr/trop.fr,1.59,1,403
Carrefour,Alpro,90 Kcal Choco-Hazelnoot Dessert 2 x 113 g,2,Albert Heijn,Alpro,Absolutely coconut naturel,3.49,0,404
Carrefour,Corega,Free Kleefcrème voor de gebitsprothese 70 g,6.09,Colruyt,COREGA,kleefcrème Free,5.99,1,405
Albert Heijn,Nakd.,Peanut delight notenreep met fruit,2.89,Colruyt,NAKD,peanut delight,2.89,1,406
Albert Heijn,AH,Gebakken lekkerbekjes,3.03,Carrefour,Carrefour,Confituur Zwarte Kersen 370 g,1.69,0,407
Colruyt,FRISKIES,kat Adult konijn-kip-gr,5.69,Carrefour,Friskies,Konijn en Kip en met Groenten 2 kg,6.2,1,408
Colruyt,ALPRO,sojadrink vanille,4.55,Albert Heijn,Alpro,Cuisine light,1.89,0,409
Carrefour,Dr. Oetker,Pizza La Margherita Classica 265 g,2.51,Albert Heijn,Dr. Oetker,La margherita pizza classico,2.49,1,410
Carrefour,Alpro,Absolutely Amandel Natuur 350 g,3.79,Albert Heijn,Alpro,Amandeldrink zonder suikers,2.19,0,411
Colruyt,STARBUCKS,caps Pike Place,3.69,Carrefour,Starbucks,"by NESPRESSO Pike Place Roast 10 capsules, 53g",3.99,1,412
Colruyt,BRUGGE,Dentelle witte zachte kaas,4.25,Carrefour,Brugge,Dentelle 150 g,4.49,1,413
Albert Heijn,Vitelma,Smeerbaar zo lekker & light,0.99,Carrefour,Vitelma,Essentials Light Omega 3 Smeren 250 g,1.06,1,414
Colruyt,ALPRO,groeidrink haver 1-3+ brik,2.29,Carrefour,Alpro,Groeidrink Haver 1-3+ Years 1 L,2.49,1,415
Colruyt,HAK,noordkrieken ontpit siroop bok,6.29,Albert Heijn,Hak,Kidneybonen chili,2.99,0,416
Carrefour,Joyvalle,Halfvolle AA Melk 1 L,1.32,Colruyt,JOYVALLE,halfvolle AA melk brik,1.22,1,417
Carrefour,Dr. Oetker,Ristorante Vegetale Piccante 350 g,3.69,Colruyt,DR.OETKER RISTORANTE,veget.piccante,3.65,1,418
Colruyt,HEAD&SHOULDERS,shampoo munt,3.56,Albert Heijn,Head & Shoulders,Antiroos shampoo menthol fresh,4.49,1,419
